,Name,STATE_FIPS,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
10,Illinois,17,11893.630175438595,10367.147245508982,9470.679407894737,7610.582627737227,7211.743769230769,8085.163059701492,8972.97087591241,10032.305755395684,10890.732430555556,9859.572765957448,10865.758848920863,11508.377642857144,13018.163537414966,13635.603190184049,15600.436184971097,16894.78875,17460.928055555556,16876.910666666667,15767.988475336324,16165.941576763484,15188.859033613446,16299.470829875518,16717.383153846153,16928.18366037736,17749.521835205993,17362.343828996283,18171.60410447761,19339.87955882353,19254.886619217083,18640.221695501732,19477.895326460482,19569.25337837838,20011.49474916388,20615.44284768212,20899.82996732026,21668.237,22883.946666666667,23830.822932098767,24312.05224550898,24936.843821839084,25452.155258855582,25324.21288659794,25818.600938271607,27027.556028708135,28522.790788288294,28129.151480730226,27857.908587360598,28741.92532513181,29684.698762376236,30525.456273006133,30268.629352617085,28840.125594660196,28911.75192519252,28392.248984455957,28624.319206827313,30315.998402309913,30920.4442007435,31875.187116788326,32650.79395246479,33479.015697379546,33969.51175806452,34069.85441469013,33582.44375917769,34809.1252173913,34720.84624221453,35379.785964912284,36098.24337926509,36925.24974506055,37890.84323364486,39451.11679754601,40106.57181872749,40190.18050522648,39743.251812535294,39741.22026125625,39881.72872282609,40430.40054526204,40452.25307219662,41736.811210317464,42669.00486153312,41899.39904692457,40933.0
11,Indiana,18,7615.436198830409,6603.114850299401,6182.05302631579,4854.48686131387,4851.836769230769,5747.670373134328,6592.706350364964,7423.906258992805,8149.426319444444,7181.664113475177,7994.975971223022,8443.563357142857,10566.312108843538,12016.70435582822,14112.318265895952,14603.143522727272,14910.3215,13246.284512820514,12631.707668161436,12961.239502074688,12268.271302521009,13566.572116182571,14118.184884615384,14394.218339622643,15612.186928838952,14395.5124535316,15265.748470149252,15837.878529411766,15590.197651245551,14958.202595155712,15710.596116838487,16010.548412162163,16115.388026755852,17042.19413907285,17429.378496732028,18111.07512903226,19451.354666666666,20136.01904320988,20252.54973053892,20966.676350574715,21710.91057220708,21066.648711340207,21745.04654320988,22865.127631578947,24642.763513513517,23673.04827586207,23248.154460966547,24568.06840070299,25486.004339933992,26343.300950920242,26045.855619834714,24601.457682038836,24439.28091309131,23783.59405181347,24131.104528112453,25696.94865255053,26205.016644981417,27053.97697992701,27693.402887323944,28319.609399830937,29014.399112903226,28930.48680183627,28439.541372980915,29464.814347826086,29859.987155709343,30621.46532388664,30751.711056430446,31141.365041427664,31743.455925233644,33143.99223312883,33665.31087034814,33651.91002903601,33422.22377188029,33461.332312395774,33916.66735326087,34214.61970354685,33798.64012288786,34378.064409722225,34301.37688939048,33857.11386278872,33174.0
12,Iowa,19,7289.239590643275,6551.728742514971,5645.71052631579,4650.911605839417,4175.220076923077,4306.750223880596,6655.34489051095,6065.686402877698,7791.864652777777,6968.648652482269,7331.300359712231,7677.359785714286,8887.961428571429,10990.085582822085,12698.606242774566,12226.171079545455,13015.244666666666,13697.362307692309,11708.140313901346,14617.002240663898,12223.20050420168,13637.787717842322,13515.831,13965.144339622642,13314.150149812735,14259.931449814128,13368.536940298507,13866.031102941177,14803.816476868327,14772.616955017304,14936.4935395189,14937.863412162162,15641.828093645485,16225.248609271524,17050.783790849673,17640.477838709678,19294.708603174604,20308.17836419753,19867.15392215569,20418.004137931035,21348.47749318801,21354.172525773196,21215.325555555555,22957.511985645935,26082.674009009013,24351.907748478705,24691.69338289963,24809.37539543058,25783.382359735973,27764.77309815951,26932.372148760336,25179.45785194175,25886.048580858085,24959.65698445596,24738.52856425703,26425.83759384023,26707.46389405205,27443.51040145986,28137.20742077465,27773.746027049874,28654.530596774195,28528.332517215,28130.809713656392,28960.201304347825,28103.604657439446,29673.275479082324,29816.982919947506,31056.589426386236,31810.289881619938,32699.12409815951,32985.38568427371,33293.1025029036,33089.091784302655,33667.64082267926,33620.51301630435,35237.90100052938,34774.10789554531,35306.02206845238,36222.816872606614,36595.337092376794,35983.0
13,Kansas,20,6674.484444444444,5999.328083832335,5659.82480263158,4165.462919708029,4125.711538461538,4594.934253731343,5668.787883211679,5973.0805035971225,6376.516388888888,5827.494397163121,5895.9089208633095,6512.730357142857,8056.0832653061225,11200.674049079755,12959.026878612716,14249.64505681818,13885.31138888889,12498.155487179489,12602.846188340809,12035.436680497924,11709.393403361346,13023.55315352697,13218.779769230769,14790.909396226416,13973.027827715356,14283.857509293683,14032.961231343283,14362.936654411766,14590.042953736654,15574.346920415226,15526.285979381444,15691.642060810811,15979.060167224081,16374.429966887417,16714.25516339869,17412.099741935483,18313.968031746033,19162.65672839506,19475.3348502994,20146.750459770115,20740.525231607626,21099.824536082477,21956.934938271606,23676.05696172249,25483.516621621624,24878.459006085195,24667.767323420077,25341.004868189808,25868.347508250827,26593.374754601224,27304.709090909095,26134.98065533981,26546.888624862488,26653.721170984456,26651.268082329323,28085.96991337825,28571.70269516729,29173.900072992703,29428.961892605636,29616.261597633136,29573.233395161293,29844.77225707728,29663.441879588845,30513.797826086957,30450.891833910035,30909.541322537112,30813.650872703412,31614.467667304016,32554.820155763242,33808.662079754606,34542.25983193277,34654.82689895471,35104.84315640881,34663.40733185103,35105.948548913046,35412.80146638433,35555.14121351766,37175.771617063496,37814.18719796278,37847.864967046444,37036.0
14,Kentucky,21,4930.587192982456,4175.12125748503,4107.254407894738,3304.18299270073,3383.0834615384615,3730.382164179104,4149.803284671533,4537.689064748201,5080.355347222222,4518.97085106383,4707.46654676259,4903.702857142857,5764.769727891156,7081.03717791411,8693.088843930635,9349.424943181819,9570.733944444444,9087.567282051283,8321.726681614351,8857.440456431534,8455.281764705884,8812.93070539419,9513.890807692307,10014.425245283019,10485.797191011236,10280.23022304833,10774.880671641791,11334.179007352941,11383.440106761565,11454.345709342562,11825.338419243986,11835.774358108109,12420.18551839465,12943.258741721855,13362.99091503268,13647.32141935484,14534.030412698412,15421.50225308642,16064.581946107784,16756.07948275862,17367.55931880109,17605.30432989691,17962.838691358025,19067.10418660287,20028.28524774775,20048.112758620693,19671.208568773236,20594.043831282954,21577.607508250825,22322.377423312882,22576.620936639123,21430.26756067961,21500.902860286027,21318.085937823835,21236.14741967872,22841.273282001926,23044.782955390336,23479.66528284672,24139.189559859158,24609.18926458157,25263.461887096775,25416.15078806427,25582.198362701914,26484.539130434783,26449.66543252595,26801.201201079624,27049.399311023622,27558.911631612493,28357.64769470405,29420.524914110432,29923.1468727491,30266.90986062718,30061.830559006212,30167.551356309057,30055.001353260872,30540.574203282158,30627.271362007166,31278.13246031746,31499.40625150717,31190.634473277198,31250.0
15,Louisiana,22,5194.053684210526,4560.517065868264,4488.339868421053,3773.9720437956207,3746.1460769230766,4242.709328358209,4541.294160583942,5093.324460431654,5259.136180555555,5294.955744680851,5556.353956834532,5577.962,6552.864829931973,7791.773251533742,9747.172369942196,10678.09159090909,10595.744055555555,9164.580564102565,8514.136547085203,9071.087261410787,9681.207478991597,9943.478381742738,9984.221923076922,10346.35041509434,10791.13074906367,10678.997881040894,11183.141380597013,11846.859338235294,12337.786192170819,12137.300865051904,12422.503264604811,12248.903040540541,12491.937023411372,12829.596754966888,13384.023954248367,13861.85841935484,14568.083904761905,15434.745277777778,16231.586796407186,16947.190028735633,16958.36068119891,17174.018608247425,17629.114469135802,18440.9435645933,19298.666171171175,19626.0014198783,19762.925130111526,20952.233901581723,21719.21608910891,22871.881702453986,23087.845468319563,22997.6373907767,23688.755434543455,23472.348663212437,23403.05727911647,24009.973397497593,24167.31391263941,23544.261277372265,23164.708116197184,23780.41995773457,24216.728943548387,24987.733366488144,25322.296710719533,25946.285217391305,26304.16629065744,27184.819993252364,27508.317040682414,27694.279145952838,28349.627619937695,29419.20873619632,29420.929405762305,29070.884773519167,30425.247272727276,30627.869766536962,30821.038358695652,31545.684023292746,32718.81487455197,35583.77086309524,36200.05344792661,35602.88063798461,35151.0
16,Maine,23,7540.1600584795315,7399.599520958084,6930.109671052632,5903.682408759125,6122.555923076923,6660.253134328358,6733.643065693432,7809.76417266187,7598.185416666666,7166.448723404255,7639.986690647482,8060.461571428572,9209.037210884355,11279.64472392638,13665.882890173409,13432.941704545454,12860.301277777777,12476.151692307694,11246.356636771301,11038.41825726141,10663.750882352942,10637.83049792531,10883.627038461538,11641.668150943397,11642.850674157304,11548.311375464686,12656.081977611939,13164.053419117647,13131.802135231317,13339.89581314879,13638.950171821307,13908.665641891892,13654.311404682274,14086.98248344371,14365.565784313725,15308.253032258064,16229.894317460317,16812.019845679013,17073.034311377247,17705.467356321842,18355.481743869208,18926.808015463917,19038.172296296296,19831.84133971292,20869.038355855857,20731.323894523328,20014.14875464684,21521.567592267136,21743.997590759074,22213.792745398772,22154.048057851243,21891.105533980583,21786.480165016503,21949.46944041451,22726.705692771087,24086.372521655438,24988.77528810409,26353.2083120438,27563.0943221831,28676.868816568047,29215.09501612903,28690.835677123185,27820.502892804703,28059.543478260868,27926.92712802768,28273.42879217274,28492.315485564304,29114.954372211603,29814.627943925236,30968.350141104296,31682.19574429772,31922.657090592336,32789.87869000565,33070.18091717621,33494.589125,34299.798501852834,33747.01063492063,34415.31041666667,34786.65171552315,34781.812245997506,35268.0
17,Maryland,24,9635.34596491228,9146.727185628743,9004.908289473686,8017.733138686132,7690.326307692308,8373.347089552239,8581.480000000001,9538.40762589928,9907.437847222222,9631.341914893617,10232.951870503597,10880.090714285714,12697.087755102042,14701.707300613496,15960.064682080923,16139.03340909091,15637.363555555556,14467.49512820513,13035.768385650224,13352.925311203318,13485.182857142858,14617.002240663898,14976.332884615384,15738.110490566038,16206.783857677903,15456.234423791824,16386.464141791042,17226.05911764706,17308.020604982208,16762.09501730104,17133.470378006874,17445.626993243244,17988.10230769231,18740.020066225166,19083.977581699346,19938.099903225808,20806.68365079365,21745.04654320988,22584.194371257487,23617.56456896552,24604.529509536784,25285.50775773196,25924.54513580247,27155.86763157895,28131.405720720726,27772.31509127789,27427.239516728627,28413.89862917399,28997.89714521452,29818.010644171776,29653.977892561987,29238.4770631068,29272.853806380637,29448.26012435233,30646.912008032134,32403.552848893167,33817.49123605948,35167.625383211685,36289.991126760564,37405.24228233305,38064.746266129034,37791.01263198164,37128.1323568282,37246.55913043478,37271.53528027682,37704.66060728745,37862.12041994751,38072.45524537923,39060.437470404984,40604.08865030675,41806.38478391356,42199.7518234611,42919.51389045737,43280.663374096715,43500.874635869564,45032.327088406564,45648.15686123911,46812.90987103175,47417.24830955619,46872.64218334162,47159.0
18,Massachusetts,25,11366.697192982456,10739.696526946109,10712.73572368421,9599.356277372264,9225.091,9750.22634328358,10069.145328467155,11020.102014388489,10905.630833333333,10224.742127659574,11174.445179856115,11937.451642857142,13149.512721088437,14122.589018404908,15650.040115606935,15834.293352272727,16066.437555555554,15358.648820512823,13805.407847533634,13459.748713692945,13340.95630252101,14741.629543568462,14992.835730769231,15341.419433962265,15644.327303370786,15392.431598513012,16578.58682835821,17304.933014705883,17529.428896797155,17229.77083044983,17914.945360824742,18199.40564189189,18691.267056856188,19421.99198675497,19623.825588235293,20291.04787096774,21119.975777777778,22056.25762345679,23014.553023952096,24061.434224137935,24592.838119891006,24804.458298969075,25151.15249382716,26206.36177033493,26821.95691441442,26214.41963488844,25676.64949814127,26370.33001757469,27033.07808580858,27902.971779141102,27990.28187327824,27788.269429611653,27920.491859185917,28463.390787564767,29852.09119477912,32106.21571703561,33336.97620817844,35144.135930656936,36833.887746478875,38689.19998309383,38855.41891935484,38119.30184391737,37408.51110866373,38038.64869565218,38102.958948096886,38855.51698380567,39488.040597112864,40498.13171446782,41880.83042990654,43952.44526380368,45780.34145858343,47332.69282229966,47543.38587803501,46792.67818788215,46485.73724456522,47463.89785071466,47806.708858166916,49902.200104166666,51073.882074061214,50426.95159380037,49590.0
19,Michigan,26,9911.358479532164,8440.168203592815,7621.709210526316,6169.896204379563,5726.487615384615,7252.631417910447,8299.606569343066,9553.841942446043,10205.405902777777,8703.203120567376,9646.447841726618,10420.368571428571,12098.71925170068,13819.868098159508,16790.930520231213,16955.736761363638,15792.306944444445,14621.521692307693,14103.643139013455,13913.748174273858,13764.62180672269,15293.550456431534,15644.698153846153,16070.03566037736,17693.276179775283,16556.833159851303,17915.440522388057,17943.811580882353,17628.680889679716,16673.013910034602,17384.132164948453,17670.311013513514,17414.090267558528,18413.241854304637,19126.04366013072,20408.69719354839,21896.395396825395,22844.217592592595,22828.278383233534,24079.928793103452,24230.40504087193,23189.901494845362,23842.741654320987,25487.816794258375,26826.788828828834,25787.95663286004,25038.621245353163,26709.66797891037,28169.48694719472,29067.78923312883,28666.98949035813,26996.773701456314,26256.59103410341,25482.10460103627,26371.249909638558,28032.284042348412,29377.213364312272,30483.43705291971,30461.987764084508,31188.565731191884,31619.985580645163,31223.586947207346,30428.97038179149,31007.70695652174,31757.41474048443,33095.44462887989,33750.16125328084,33427.57195028681,34178.88529595016,35282.78134355829,36202.152947178874,36892.390499419285,36579.10362507058,36264.981489716505,36664.83968478261,36218.02503970355,35718.81767537122,35598.66926587302,35636.14133653577,35089.71289299267,34280.0
